"name","image"
"sf-account-balance-sync-context-translator","candidate:20240405.152037"
"sf-account-link-context-translator","candidate:2024-11-05.90.df71165a"
"sf-bank-account-context-translator","candidate:2024-11-05.90.df71165a"
"sf-cancel-payment-notification-context-translator","candidate:2024-11-05.90.df71165a"
"sf-create-user-context-translator","sf-create-user-context-translator"
"sf-marketing-cloud-email-context-translator","candidate:2024-11-05.90.df71165a"
"sf-pay-by-bank-notification-context-translator","candidate:2024-11-05.90.df71165a"
"sf-send-grid-email-context-translator","candidate:20240405.152037"
"sf-start-service-context-translator","candidate:2024-11-05.90.df71165a"
"start-service-context-translator","candidate:2025-02-24.952"
"stop-service-context-translator","candidate:2025-02-24.952"
"street-info-event-builder","candidate:2025-02-24.952"
"submit-meter-reading-api","candidate:2025-02-17.154.2908a05f"
"submit-meter-reading-audit-processor","candidate:2025-02-17.154.2908a05f"
"submit-meter-reading-consumer","candidate:2025-02-17.154.2908a05f"
"submit-meter-reading-context-translator","candidate:2025-02-24.952"
"submit-meter-reading-event-orchestrator","candidate:2025-02-17.154.2908a05f"
"submit-meter-reading-workflow-processor","candidate:2025-02-17.154.2908a05f"
"supplier-comparison-api","candidate:2024-12-05.53.44dbc55e"
"suspended-charges-audit-processor","candidate:2024-12-05.40.c1d75496"
"suspended-charges-event-builder","candidate:2025-02-24.952"
"tcpa-communications-pref-event-builder","candidate:2025-02-24.952"
"tcpa-updated-context-translator","candidate:2025-02-24.952"
"tips-context-translator-api","candidate:2025-01-22.62.2687d472"
"total-usage-header-event-builder","candidate:2025-02-24.952"
"udm-context-translator","candidate:2025-02-14.194"
"udm-create-user-context-translator","candidate:2025-02-14.194"
"udm-event-builder","candidate:2025-02-14.194"
"udm-mailing-address-update-context-translator","candidate:2025-02-14.194"
"udm-payment-reminder-context-translator","candidate:2025-02-14.194"
"udm-phone-number-update-context-translator","candidate:2025-02-14.194"
"udm-start-service-context-translator","candidate:2025-02-14.194"
"user-activity-api","candidate:2025-01-23.43.1bc1d57e"
"user-api","candidate:2025-02-25.228.555beea3"
"user-data-change-aggregator","candidate:2025-02-25.228.555beea3"
"user-email-publisher","candidate:2025-02-25.228.555beea3"
"user-event-orchestrator","candidate:2025-02-25.228.555beea3"
"user-event-processor","candidate:2025-02-25.228.555beea3"
"user-workflow-processor","candidate:2025-02-25.228.555beea3"
"weather-api","candidate:2024-11-06.61.049667d8"
"web-payment-event-builder","candidate:2025-02-24.952"
